First Name,Last Name,League,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Position,TPE
Brandon,Davidson,American Hockey League,Stockton,Heat,7,13,16,13,13,14,14,1,1,11,12,14,14,14,15,8,8,12,11,13,8,15,11,16,6,16,15,16,13,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,841
Alex,Gallant,American Hockey League,Stockton,Heat,18,16,15,15,14,3,15,1,1,12,10,15,12,11,15,18,15,9,9,10,12,4,10,14,11,17,11,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,935
Jonathan,Racine,American Hockey League,Stockton,Heat,16,14,14,10,13,7,13,1,1,12,11,13,13,11,12,14,7,9,11,12,7,14,10,14,7,14,13,13,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,656
Matt,Gaudreau,American Hockey League,Stockton,Heat,6,12,12,13,12,14,10,1,1,14,14,12,13,13,10,5,11,13,13,14,14,5,13,11,9,9,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,526
Jon,Gillies,American Hockey League,Stockton,Heat,8,1,16,16,13,1,16,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,15,14,15,13,14,13,11,12,14,Goalie,542
Ryan,Lomberg,American Hockey League,Stockton,Heat,16,15,15,13,14,6,14,1,1,16,12,12,16,11,15,16,13,14,13,14,14,6,12,14,10,16,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,985
Rob,Hamilton,American Hockey League,Stockton,Heat,13,14,11,11,12,7,11,1,1,11,10,13,12,13,13,9,7,9,14,14,8,15,12,13,5,13,12,13,13,11,1,1,1,1,1,1,1,1,1,1,1,Left Defender,576
Luke,Philp,American Hockey League,Stockton,Heat,8,10,14,15,13,13,14,1,1,14,14,13,13,14,11,6,12,13,14,15,14,6,15,12,14,11,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Center,665
Corey,Schueneman,American Hockey League,Stockton,Heat,10,13,13,11,14,12,14,1,1,12,11,13,13,13,12,7,6,10,14,15,8,14,14,12,5,13,13,12,14,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,591
Rinat,Valiev,American Hockey League,Stockton,Heat,10,13,13,13,10,11,12,1,1,14,13,14,14,14,15,8,8,11,14,14,7,16,13,14,7,15,13,12,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,809
Austin,Czarnik,American Hockey League,Stockton,Heat,6,13,14,15,14,15,14,1,1,14,16,14,14,13,11,6,11,13,16,16,14,7,15,14,13,11,15,7,12,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,872
Buddy,Robinson,American Hockey League,Stockton,Heat,10,15,13,13,13,9,13,1,1,11,12,16,12,13,17,8,17,14,14,12,15,6,14,14,7,16,12,6,16,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,960
Sam,Kurker,American Hockey League,Stockton,Heat,13,14,11,12,12,8,11,1,1,11,10,14,11,12,14,12,13,12,13,12,14,6,12,13,7,13,13,8,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,590
Dillon,Dubé,American Hockey League,Stockton,Heat,7,14,15,15,14,13,15,1,1,15,15,14,16,15,13,6,12,13,14,14,14,7,14,12,13,13,11,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,802
Justin,Kirkland,American Hockey League,Stockton,Heat,8,14,15,14,11,13,14,1,1,13,12,13,14,13,14,7,15,13,13,13,14,6,13,13,12,12,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,712
Artyom,Zagidulin,American Hockey League,Stockton,Heat,9,1,14,13,12,1,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,14,13,13,12,13,14,13,11,15,Goalie,467
Eetu,Tuulola,American Hockey League,Stockton,Heat,9,14,14,13,11,11,11,1,1,13,11,14,15,13,15,8,15,14,12,13,14,6,13,12,10,15,10,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,703
Andrew,Nielsen,American Hockey League,Stockton,Heat,14,11,11,13,11,7,11,1,1,13,11,14,15,14,16,13,8,13,14,14,8,16,15,12,7,15,11,12,15,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,867
Glenn,Gawdin,American Hockey League,Stockton,Heat,12,13,12,14,14,9,12,1,1,12,12,13,13,13,14,9,14,14,14,14,13,7,13,11,15,14,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Center,729
Matthew,Phillips,American Hockey League,Stockton,Heat,5,13,13,15,12,16,14,1,1,16,14,12,14,14,10,6,9,13,14,16,14,7,14,11,12,9,14,6,10,13,1,1,1,1,1,1,1,1,1,1,1,Center,685
Alexander,Yelesin,American Hockey League,Stockton,Heat,9,13,12,14,13,12,14,1,1,14,13,14,14,15,14,8,7,12,13,13,6,16,12,14,6,16,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,818
Mason,Morelli,American Hockey League,Stockton,Heat,8,14,14,13,12,13,13,1,1,13,12,14,13,13,14,7,13,13,13,13,13,5,13,11,9,9,13,9,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,565
Jamie,McGinn,American Hockey League,Charlotte,Checkers,7,16,16,15,14,14,14,1,1,12,12,14,13,12,15,10,15,13,14,13,15,6,13,13,9,15,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,808
Brian,Gibbons,American Hockey League,Charlotte,Checkers,8,15,15,15,13,13,14,1,1,16,15,13,15,13,12,6,11,12,14,15,15,8,12,14,10,12,14,8,12,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,808
Kerby,Rychel,American Hockey League,Charlotte,Checkers,10,14,15,14,13,10,13,1,1,13,12,15,14,13,15,11,15,14,13,13,14,7,13,14,9,16,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,808
Colin,Markison,American Hockey League,Charlotte,Checkers,7,11,12,12,10,13,11,1,1,13,14,12,13,11,12,6,12,12,12,13,12,6,11,13,13,12,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,571
David,Gust,American Hockey League,Charlotte,Checkers,8,11,13,13,12,14,13,1,1,14,14,14,14,13,12,6,12,14,14,14,14,6,15,12,10,10,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,698
Terry,Broadhurst,American Hockey League,Charlotte,Checkers,8,12,12,14,13,15,11,1,1,15,14,13,14,12,10,6,11,13,13,15,15,6,15,12,11,10,14,8,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,699
Cedric,Lacroix,American Hockey League,Charlotte,Checkers,12,15,13,11,12,8,12,1,1,11,11,12,12,11,12,9,12,9,11,11,10,5,10,14,9,15,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,492
Derek,Sheppard,American Hockey League,Charlotte,Checkers,15,13,12,12,11,6,11,1,1,12,11,13,13,13,13,11,12,12,13,14,12,7,14,12,9,11,13,8,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,584
Fredrik,Claesson,American Hockey League,Charlotte,Checkers,6,13,14,15,13,15,15,1,1,14,13,15,13,14,15,8,8,11,12,13,5,14,12,15,6,16,16,14,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,843
Anton,Forsberg,American Hockey League,Charlotte,Checkers,7,1,16,14,12,1,15,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,14,14,13,15,13,14,14,14,14,Goalie,551
Max,McCormick,American Hockey League,Charlotte,Checkers,13,16,15,14,13,7,14,1,1,13,13,14,13,11,14,15,14,15,12,12,15,6,11,15,12,17,14,8,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,935
Clark,Bishop,American Hockey League,Charlotte,Checkers,8,14,14,13,15,13,14,1,1,15,13,13,16,13,13,6,14,13,13,13,13,6,13,14,13,16,13,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Center,815
Spencer,Smallman,American Hockey League,Charlotte,Checkers,8,13,13,13,14,11,12,1,1,12,13,15,14,13,14,8,13,13,15,14,14,5,14,13,9,13,10,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,682
Roland,McKeown,American Hockey League,Charlotte,Checkers,8,14,14,14,13,13,13,1,1,14,14,14,15,15,13,8,7,13,14,14,7,15,12,13,7,13,13,13,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,761
Alex,Nedeljkovic,American Hockey League,Charlotte,Checkers,8,1,15,15,13,1,15,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,14,14,12,10,14,14,14,13,15,Goalie,582
Oliwer,Kaski,American Hockey League,Charlotte,Checkers,5,11,14,14,12,16,13,1,1,14,13,15,14,15,14,6,8,15,14,15,9,16,15,13,6,10,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,768
Julien,Gauthier,American Hockey League,Charlotte,Checkers,8,14,14,14,13,14,14,1,1,14,12,15,16,13,16,7,15,15,12,14,15,7,13,13,7,14,11,6,13,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,813
Jacob,Pritchard,American Hockey League,Charlotte,Checkers,7,15,14,15,12,14,13,1,1,14,13,13,14,14,14,6,13,12,13,13,14,6,13,14,11,12,13,8,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,688
Gustav,Forsling,American Hockey League,Charlotte,Checkers,8,12,14,14,13,14,12,1,1,15,14,14,14,15,13,6,8,13,14,15,8,15,14,13,8,12,13,13,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,786
Cavan,Fitzgerald,American Hockey League,Charlotte,Checkers,8,12,12,13,13,13,11,1,1,15,14,13,15,13,13,8,7,14,14,14,7,16,12,12,6,12,14,11,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,745
Steven,Lorentz,American Hockey League,Charlotte,Checkers,9,12,12,12,12,12,10,1,1,13,12,14,14,12,15,7,15,12,13,13,13,5,12,12,13,13,12,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,636
Janne,Kuokkanen,American Hockey League,Charlotte,Checkers,6,11,14,15,12,15,12,1,1,15,14,14,15,14,13,6,13,13,16,15,14,7,14,11,13,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,769
Stelio,Mattheos,American Hockey League,Charlotte,Checkers,9,15,15,14,13,12,12,1,1,15,14,11,15,12,13,7,14,13,13,14,15,5,12,11,13,14,10,7,11,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,681
Jake,Bean,American Hockey League,Charlotte,Checkers,7,12,13,13,11,15,12,1,1,16,14,12,15,13,12,7,7,14,15,15,8,16,14,12,7,11,13,13,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,761
Morgan,Geekie,American Hockey League,Charlotte,Checkers,7,13,12,13,12,14,10,1,1,14,13,12,14,13,12,6,14,14,14,15,15,6,14,11,13,10,13,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Center,686
Eetu,Luostarinen,American Hockey League,Charlotte,Checkers,9,15,13,15,12,11,13,1,1,14,12,13,14,14,12,8,14,13,13,14,14,6,12,13,13,14,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Center,746
Chase,Priskie,American Hockey League,Charlotte,Checkers,7,12,12,13,11,13,12,1,1,13,14,12,13,14,12,6,6,12,15,15,8,16,14,11,6,11,13,13,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,657
Ben,Youds,American Hockey League,Rockford,IceHogs,11,13,10,13,12,12,12,1,1,14,15,13,14,12,12,7,7,12,15,16,9,16,15,12,7,12,13,13,15,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,808
Joseph,Cramarossa,American Hockey League,Rockford,IceHogs,12,14,14,11,14,8,12,1,1,14,14,14,15,12,13,14,14,12,12,13,13,5,12,15,13,16,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,868
Nick,Moutrey,American Hockey League,Rockford,IceHogs,11,12,12,13,13,9,12,1,1,12,12,15,13,12,15,8,15,12,12,13,13,7,11,14,14,13,11,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,656
Tyler,Sikura,American Hockey League,Rockford,IceHogs,7,11,14,15,13,14,15,1,1,13,15,11,14,12,13,6,14,13,13,13,13,6,12,14,14,12,15,8,13,14,1,1,1,1,1,1,1,1,1,1,1,Center,679
Ian,McCoshen,American Hockey League,Rockford,IceHogs,9,15,13,14,13,13,15,1,1,13,13,14,15,13,15,8,8,10,11,13,9,14,12,15,8,16,14,14,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,819
Dylan,McLaughlin,American Hockey League,Rockford,IceHogs,6,12,12,16,12,15,11,1,1,15,16,13,13,14,10,5,10,13,16,16,13,4,16,13,15,9,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Center,806
Dylan,Sikura,American Hockey League,Rockford,IceHogs,3,13,13,14,12,18,14,1,1,15,15,13,15,13,10,7,12,15,14,15,15,8,14,13,9,13,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,785
Peter,Quenneville,American Hockey League,Rockford,IceHogs,9,12,14,15,14,14,14,1,1,14,14,13,14,14,12,7,13,13,13,14,15,6,14,12,13,10,11,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Center,654
Matt,Tomkins,American Hockey League,Rockford,IceHogs,9,1,14,15,13,1,14,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,13,14,13,14,13,12,14,14,13,Goalie,490
Adam,Boqvist,American Hockey League,Rockford,IceHogs,6,14,15,18,14,17,17,1,1,18,16,14,16,15,10,6,8,15,16,17,7,17,15,11,8,10,14,11,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1078
Anton,Wedin,American Hockey League,Rockford,IceHogs,6,14,14,16,13,16,16,1,1,14,13,14,14,13,13,6,13,14,14,15,15,7,15,12,11,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,737
Kevin,Lankinen,American Hockey League,Rockford,IceHogs,7,1,16,15,12,1,14,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,12,12,13,14,12,12,13,13,15,Goalie,420
Jacob,Nilsson,American Hockey League,Rockford,IceHogs,8,14,14,14,12,13,14,1,1,14,15,13,14,14,11,8,11,13,14,13,14,6,13,14,14,13,14,8,13,14,1,1,1,1,1,1,1,1,1,1,1,Center,753
Mathew,Thompson,American Hockey League,Rockford,IceHogs,6,9,12,14,13,15,14,1,1,11,11,10,11,11,9,1,2,8,13,12,6,13,13,9,4,6,12,10,12,10,1,1,1,1,1,1,1,1,1,1,1,Center,274
John,Quenneville,American Hockey League,Rockford,IceHogs,7,13,12,14,13,14,12,1,1,14,15,13,15,13,13,7,13,14,14,15,15,6,15,12,9,15,10,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,761
Matthew,Highmore,American Hockey League,Rockford,IceHogs,7,11,13,12,12,14,11,1,1,15,15,11,16,12,13,7,13,14,14,14,15,8,14,14,12,13,14,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,781
Joni,Tuulola,American Hockey League,Rockford,IceHogs,6,14,14,14,12,14,14,1,1,15,12,14,14,14,13,6,8,12,14,15,7,15,14,12,7,11,13,11,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,709
Liam,Coughlin,American Hockey League,Rockford,IceHogs,11,13,13,13,13,12,13,1,1,13,12,14,13,12,13,8,14,12,14,14,12,6,14,14,13,13,12,8,14,11,1,1,1,1,1,1,1,1,1,1,1,Center,666
Alexandre,Fortin,American Hockey League,Rockford,IceHogs,6,13,13,13,12,15,12,1,1,15,14,13,15,12,13,6,13,14,14,14,15,7,12,13,11,13,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Wing,776
Gabriel,Gagné,American Hockey League,Rockford,IceHogs,7,12,13,12,12,14,11,1,1,13,12,15,14,12,14,7,15,14,12,13,14,6,13,14,11,14,14,7,15,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,746
Chad,Krys,American Hockey League,Rockford,IceHogs,6,11,12,13,12,15,13,1,1,14,14,12,15,14,12,7,7,12,13,14,7,16,13,12,7,12,14,12,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,680
Collin,Delia,American Hockey League,Rockford,IceHogs,8,1,16,17,14,1,17,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,13,12,14,13,14,13,14,15,15,Goalie,535
Lucas,Carlsson,American Hockey League,Rockford,IceHogs,7,13,13,12,11,14,10,1,1,14,12,13,13,13,13,6,7,13,14,14,8,15,13,13,7,14,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,645
Dmitri,Osipov,American Hockey League,Rockford,IceHogs,12,13,10,9,10,8,9,1,1,11,11,13,10,11,14,8,8,7,13,12,7,14,10,13,5,12,14,13,12,11,1,1,1,1,1,1,1,1,1,1,1,Left Defender,479
Tim,Söderlund,American Hockey League,Rockford,IceHogs,8,13,13,14,12,13,14,1,1,14,15,13,14,14,10,7,10,14,12,15,14,7,14,12,13,10,15,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,678
Jack,Ramsey,American Hockey League,Rockford,IceHogs,7,10,13,12,13,17,14,1,1,13,12,14,13,12,13,4,12,11,13,13,12,5,11,13,11,12,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,549
MacKenzie,Entwistle,American Hockey League,Rockford,IceHogs,8,14,13,14,14,13,12,1,1,14,12,13,13,13,12,6,13,14,12,13,14,7,13,13,13,12,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,629
Dennis,Gilbert,American Hockey League,Rockford,IceHogs,10,14,14,12,13,11,13,1,1,14,13,13,13,14,14,7,8,12,13,14,7,15,12,14,6,14,15,14,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,789
Reese,Johnson,American Hockey League,Rockford,IceHogs,9,14,14,13,12,12,13,1,1,13,14,15,13,14,14,8,13,12,12,13,14,6,13,12,10,13,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,680
Nicolas,Beaudin,American Hockey League,Rockford,IceHogs,9,11,12,13,11,12,11,1,1,15,14,11,13,13,10,7,6,12,15,15,7,15,14,11,6,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,605
Philipp,Kurashev,American Hockey League,Rockford,IceHogs,7,12,12,15,11,15,12,1,1,14,13,13,14,12,13,6,14,14,14,13,15,6,14,11,12,10,11,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,616
Brandon,Hagel,American Hockey League,Rockford,IceHogs,8,13,13,13,11,13,13,1,1,13,15,11,14,12,12,8,13,14,15,15,15,7,14,12,9,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,686
Mikael,Hakkarainen,American Hockey League,Rockford,IceHogs,6,14,13,13,12,15,11,1,1,15,14,12,15,12,13,6,13,13,13,14,15,5,13,13,13,11,12,8,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,693
Zac,Dalpe,American Hockey League,Cleveland,Monsters,6,14,15,14,13,15,12,1,1,15,13,15,15,13,14,9,14,13,13,13,15,6,12,14,8,13,13,8,12,12,1,1,1,1,1,1,1,1,1,1,1,Center,732
Brett,Gallant,American Hockey League,Cleveland,Monsters,19,16,14,10,12,7,15,1,1,9,11,14,10,11,14,14,14,9,9,10,9,5,10,14,10,15,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,750
Brad,Thiessen,American Hockey League,Cleveland,Monsters,7,1,14,13,13,1,14,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,13,13,14,13,12,13,13,13,Goalie,391
Adam,Clendening,American Hockey League,Cleveland,Monsters,8,13,14,15,11,14,15,1,1,14,14,13,14,14,14,9,7,12,14,15,7,15,14,13,8,12,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,772
Stefan,Matteau,American Hockey League,Cleveland,Monsters,8,14,14,15,14,10,14,1,1,12,11,14,14,13,16,10,15,12,12,12,13,6,12,16,10,16,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,818
Bryan,Moore,American Hockey League,Cleveland,Monsters,9,11,11,12,10,12,11,1,1,9,7,9,11,14,13,10,13,12,12,13,13,6,12,12,10,11,14,8,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,453
Matiss,Kivlenieks,American Hockey League,Cleveland,Monsters,8,1,14,17,12,1,16,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,12,12,14,15,15,11,14,14,14,Goalie,511
Justin,Wade,American Hockey League,Cleveland,Monsters,13,14,14,10,12,8,13,1,1,13,11,13,12,14,13,10,6,10,11,12,7,14,11,13,6,14,13,13,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,574
Dillon,Simpson,American Hockey League,Cleveland,Monsters,6,13,15,13,12,15,13,1,1,15,14,14,14,14,13,8,8,11,13,13,6,15,13,13,6,12,13,14,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,727
Justin,Scott,American Hockey League,Cleveland,Monsters,10,13,13,11,14,10,12,1,1,13,13,14,14,12,15,8,14,14,13,15,14,7,15,12,12,14,12,6,14,11,1,1,1,1,1,1,1,1,1,1,1,Center,757
Trey,Fix-Wolansky,American Hockey League,Cleveland,Monsters,8,13,13,14,13,13,13,1,1,14,14,14,13,12,12,6,10,15,15,15,15,6,13,11,10,12,12,6,10,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,645
Marko,Dano,American Hockey League,Cleveland,Monsters,13,13,14,13,12,8,14,1,1,15,14,13,13,13,14,11,12,14,13,14,15,6,13,15,8,16,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,874
Markus,Hännikäinen,American Hockey League,Cleveland,Monsters,5,12,14,15,12,15,12,1,1,14,12,15,14,11,14,6,14,15,13,13,15,6,12,14,11,16,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,820
Jakob,Lilja,American Hockey League,Cleveland,Monsters,7,15,15,15,13,14,14,1,1,15,14,14,14,15,13,6,13,13,14,13,14,6,12,14,10,13,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,811
Anton,Karlsson,American Hockey League,Cleveland,Monsters,12,13,12,13,11,9,11,1,1,12,11,13,12,13,13,7,7,11,11,10,9,15,10,14,7,13,14,15,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,610
Paul,Bittner,American Hockey League,Cleveland,Monsters,7,15,13,14,12,13,13,1,1,11,12,15,13,12,16,8,15,13,13,12,14,5,14,14,10,15,13,7,14,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,766
Veini,Vehviläinen,American Hockey League,Cleveland,Monsters,11,1,12,12,12,1,12,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,14,14,13,15,14,12,13,13,14,Goalie,598
Doyle,Somerby,American Hockey League,Cleveland,Monsters,8,14,13,12,13,12,14,1,1,12,11,16,13,14,16,8,10,12,13,12,7,14,12,13,7,13,14,12,16,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,752
Ryan,MacInnis,American Hockey League,Cleveland,Monsters,8,13,13,12,13,13,12,1,1,13,14,13,15,12,14,7,14,12,14,14,12,6,12,13,12,13,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Center,728
Sam,Vigneault,American Hockey League,Cleveland,Monsters,8,13,12,13,11,12,11,1,1,12,12,14,14,12,15,8,15,12,13,14,13,6,13,12,13,14,12,7,15,12,1,1,1,1,1,1,1,1,1,1,1,Center,697
Ryan,Collins,American Hockey League,Cleveland,Monsters,8,14,14,12,13,12,14,1,1,12,12,15,13,14,16,8,9,11,13,13,6,14,11,14,7,15,14,13,15,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,749
Maxime,Fortier,American Hockey League,Cleveland,Monsters,6,11,13,15,13,15,13,1,1,14,14,13,15,13,11,6,12,14,15,15,15,7,14,12,9,10,12,6,10,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,645
Steve,Johnson,American Hockey League,Cleveland,Monsters,7,10,13,13,12,14,13,1,1,13,12,13,13,13,13,6,7,12,13,13,9,15,13,13,8,12,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,560
Gabriel,Carlsson,American Hockey League,Cleveland,Monsters,6,15,15,13,11,15,12,1,1,12,12,16,14,14,15,7,9,11,13,14,6,15,12,13,6,14,14,12,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,788
Kevin,Stenlund,American Hockey League,Cleveland,Monsters,7,14,12,13,14,14,14,1,1,11,11,14,13,13,15,8,15,13,13,13,15,6,13,14,13,15,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Center,764
Mike,Prapavessis,American Hockey League,Cleveland,Monsters,7,10,13,14,13,15,13,1,1,13,14,14,13,13,13,6,7,11,14,14,6,15,13,13,7,10,13,13,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,615
Kole,Sherwood,American Hockey League,Cleveland,Monsters,13,13,12,13,11,7,11,1,1,15,13,13,14,13,14,7,14,14,13,14,15,6,13,14,8,17,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,878
Andrew,Peeke,American Hockey League,Cleveland,Monsters,7,12,12,14,12,13,12,1,1,14,14,14,14,14,14,7,8,12,13,13,6,15,13,12,7,11,13,15,15,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,726
Calvin,Thürkauf,American Hockey League,Cleveland,Monsters,8,14,12,15,14,13,14,1,1,13,12,14,14,13,14,7,14,12,13,14,13,6,13,13,13,12,11,6,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,650
Derek,Barach,American Hockey League,Cleveland,Monsters,10,12,13,13,14,11,14,1,1,12,14,11,13,13,12,7,13,13,14,14,14,5,14,9,13,10,12,6,12,10,1,1,1,1,1,1,1,1,1,1,1,Center,557
Andy,Miele,American Hockey League,Tucson,Roadrunners,8,12,15,14,13,13,13,1,1,14,16,13,13,13,11,7,12,13,15,15,15,6,15,12,14,12,12,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,750
Aaron,Ness,American Hockey League,Tucson,Roadrunners,8,14,14,15,13,13,13,1,1,15,14,12,14,14,12,7,7,11,15,13,7,15,13,13,6,13,15,14,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,749
Jon,Martin,American Hockey League,Tucson,Roadrunners,10,15,14,15,13,8,15,1,1,12,11,14,13,14,15,8,15,13,12,13,13,6,13,13,13,14,14,8,14,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,737
Michael,Chaput,American Hockey League,Tucson,Roadrunners,9,14,12,11,12,12,12,1,1,14,13,13,14,12,15,8,13,12,14,13,13,7,12,14,15,16,14,8,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,789
Jérémy,Grégoire,American Hockey League,Tucson,Roadrunners,14,13,13,11,13,7,12,1,1,14,13,13,14,11,13,16,14,13,12,13,13,6,11,13,14,12,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Center,725
